Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
8692rrexu,"msk_adg_sofia1 H4K","",Closed,1695191007276,"9/20/2023, 11:23:27 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/1bd6e274-6773-4925-bf5c-2400a0c24055/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/14fa040c-175f-434d-bd66-39f366e9a8c0/image.png""}]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""image.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""10/16/2023, 2:02:56 PM GMT+5"",""resolved"":""N/A""},{""text"":""@Anatoly Generalov Слетела активация\nмомент потери в логах\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""10/16/2023, 2:02:20 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrexw,"msk_adg_sofia3 (SW4p13) H4K","",Closed,1695191008394,"9/20/2023, 11:23:28 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrexz,"msk_adg_sofia5 (SW27p4) H4K","",Closed,1695191009562,"9/20/2023, 11:23:29 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrey0,"msk_adg_sofia6 (SW8p34) H4K","",Closed,1695191010103,"9/20/2023, 11:23:30 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/b85e39b0-547c-4d37-a2a7-e6c5e1e3403a/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/ee0b7855-b8cb-4a5c-96f9-4853b6882b7e/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/ef882155-7770-4db7-bc74-cb9b43ffbb39/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/943a898d-5f5e-4078-9ee1-d91defcc171b/image.png""}]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Снова, на следующий день слетела активация\nimage.pngimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":""anatoly.generalov@tangovision.ru"",""date"":""10/17/2023, 4:59:52 PM GMT+5"",""resolved"":true},{""text"":""image.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""10/16/2023, 2:05:57 PM GMT+5"",""resolved"":""N/A""},{""text"":""@Anatoly Generalov Слетела активация\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":""anatoly.generalov@tangovision.ru"",""date"":""10/16/2023, 2:05:29 PM GMT+5"",""resolved"":true}]","0", "",,NaN,
8692rrf1a,"msk_adg_ekran1 H4K","",Closed,1695191045380,"9/20/2023, 11:24:05 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrexy,"msk_adg_sofia4 (SW23p6) H4K","",Closed,1695191009032,"9/20/2023, 11:23:29 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrey2,"msk_adg_yantar1 H4K","",Closed,1695191010652,"9/20/2023, 11:23:30 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrett,"msk_adg_elbrus H-FHD","",Closed,1695190965960,"9/20/2023, 11:22:45 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrezp,"Baikonur_1_H4K","",Closed,1695191030077,"9/20/2023, 11:23:50 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrezr,"Kirgiziya1 H4K","",Closed,1695191030767,"9/20/2023, 11:23:50 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/cfefeb0e-f664-43eb-a24d-5a64024b2d52/image.png""}]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Слетела активация"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""12/16/2023, 4:41:37 PM GMT+5"",""resolved"":""N/A""},{""text"":""Слетела активация (первичная)\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/16/2023, 7:50:05 PM GMT+5"",""resolved"":""N/A""},{""text"":""Я не знаю, надпись с URL раньше не видел. Ты же на фронтах это изменение недавно внёс? Там сеть иногда лагает, мы уже договорились вроде, что проблемы сети не должны быть причиной потери активации.  "",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""10/3/2023, 11:38:56 AM GMT+5"",""resolved"":""N/A""},{""text"":""01.10.2023 Слетела активация, переактивировал\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":""anatoly.generalov@tangovision.ru"",""date"":""10/1/2023, 2:36:02 PM GMT+5"",""resolved"":true}]","0", "",,NaN,
8692rrexv,"msk_adg_sofia2 H4K","",Closed,1695191007856,"9/20/2023, 11:23:27 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rretx,"msk_adg_mars H-FHD","",Closed,1695190967784,"9/20/2023, 11:22:47 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrety,"msk_adg_vysota H-FHD","",Closed,1695190968327,"9/20/2023, 11:22:48 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rretr,"msk_adg_rassvet H-FHD","",Closed,1695190965331,"9/20/2023, 11:22:45 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"ADG","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf17," DepZdrav - Veresaeva - Main","",Closed,1695191044841,"9/20/2023, 11:24:04 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"SSK Veresaevo","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrewd,"msk_vod_1 (Головинский) V-FHD","",Closed,1695190995275,"9/20/2023, 11:23:15 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Vodny","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrewg,"msk_vod_2 (Кронштадский) V-FHD","",Closed,1695190996018,"9/20/2023, 11:23:16 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Vodny","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rretz,"Zelenopark 16-1 V-FHD","",Closed,1695190968997,"9/20/2023, 11:22:48 AM GMT+5",,"",,"",null,"[{""title"":""Screenshot_2023-12-01-16-00-38-24.jpg"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/37d6a236-1d4e-437a-a89b-9ccb17a91aec/Screenshot_2023-12-01-16-00-38-24.jpg""}]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Screenshot_2023-12-01-16-00-38-24.jpg "",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""12/1/2023, 4:01:19 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rreu2,"Zelenopark 1-1 V-FHD","",Closed,1695190970161,"9/20/2023, 11:22:50 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreu6,"Zelenopark 2-1 V-FHD","",Closed,1695190971435,"9/20/2023, 11:22:51 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreu9,"Zelenopark 2-2 V-FHD","",Closed,1695190972298,"9/20/2023, 11:22:52 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuc,"Zelenopark 14-2 V-FHD","",Closed,1695190973465,"9/20/2023, 11:22:53 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuf,"Zelenopark 17-2 V-FHD","",Closed,1695190974586,"9/20/2023, 11:22:54 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreut,"Zelenopark 15-1 V-FHD","",Closed,1695190977614,"9/20/2023, 11:22:57 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuv,"Zelenopark 15-2 V-FHD","",Closed,1695190978333,"9/20/2023, 11:22:58 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrev7,"Zelenopark 19-1 V-FHD","",Closed,1695190981694,"9/20/2023, 11:23:01 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreva,"Zelenopark 19-2 V-FHD","",Closed,1695190982347,"9/20/2023, 11:23:02 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevm,"Zelenopark 7-2 V-FHD","",Closed,1695190985473,"9/20/2023, 11:23:05 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevp,"Zelenopark 4-1 V-FHD","",Closed,1695190986050,"9/20/2023, 11:23:06 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevq,"Zelenopark 4-2 V-FHD","",Closed,1695190986618,"9/20/2023, 11:23:06 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevy,"Zelenopark 3-1 V-FHD","",Closed,1695190989554,"9/20/2023, 11:23:09 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew0,"Zelenopark 3-2 V-FHD","",Closed,1695190990301,"9/20/2023, 11:23:10 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew6,"Zelenopark 8-1 V-FHD","",Closed,1695190992177,"9/20/2023, 11:23:12 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew7,"Zelenopark 8-2 V-FHD","",Closed,1695190992954,"9/20/2023, 11:23:12 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew8,"Zelenopark 10-1 V-FHD","",Closed,1695190993549,"9/20/2023, 11:23:13 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew9,"Zelenopark 10-2 V-FHD","",Closed,1695190994083,"9/20/2023, 11:23:14 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreve,"Zelenopark 5-2 V-FHD","",Closed,1695190984347,"9/20/2023, 11:23:04 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreue,"Zelenopark 17-1 V-FHD","",Closed,1695190974046,"9/20/2023, 11:22:54 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuy,"Zelenopark 12-1 V-FHD","",Closed,1695190979155,"9/20/2023, 11:22:59 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevw,"Zelenopark 11-1 V-FHD","",Closed,1695190988330,"9/20/2023, 11:23:08 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrev1,"Zelenopark 20-1 V-FHD","",Closed,1695190980412,"9/20/2023, 11:23:00 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevv,"Zelenopark 9-2 V-FHD","",Closed,1695190987776,"9/20/2023, 11:23:07 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew4,"Zelenopark 6-2 V-FHD","",Closed,1695190991571,"9/20/2023, 11:23:11 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrew1,"Zelenopark 6-1 V-FHD","",Closed,1695190990913,"9/20/2023, 11:23:10 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrev0,"Zelenopark 12-2 V-FHD","",Closed,1695190979757,"9/20/2023, 11:22:59 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuj,"Zelenopark 18-2 V-FHD","",Closed,1695190975789,"9/20/2023, 11:22:55 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreu3,"Zelenopark 1-2 V-FHD","",Closed,1695190970819,"9/20/2023, 11:22:50 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreua,"Zelenopark 14-1 V-FHD","",Closed,1695190972919,"9/20/2023, 11:22:52 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevh,"Zelenopark 7-1 V-FHD","",Closed,1695190984935,"9/20/2023, 11:23:04 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreup,"Zelenopark 13-2 V-FHD","",Closed,1695190976880,"9/20/2023, 11:22:56 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrev4,"Zelenopark 20-2 V-FHD","",Closed,1695190981075,"9/20/2023, 11:23:01 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreug,"Zelenopark 18-1 V-FHD","",Closed,1695190975215,"9/20/2023, 11:22:55 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreu0,"Zelenopark 16-2 V-FHD","",Closed,1695190969563,"9/20/2023, 11:22:49 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rreuk,"Zelenopark 13-1 V-FHD","",Closed,1695190976305,"9/20/2023, 11:22:56 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevu,"Zelenopark 9-1 V-FHD","",Closed,1695190987204,"9/20/2023, 11:23:07 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevc,"Zelenopark 5-1 V-FHD","",Closed,1695190982993,"9/20/2023, 11:23:02 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrevx,"Zelenopark 11-2 V-FHD","",Closed,1695190988935,"9/20/2023, 11:23:08 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Zelenopark","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf1c,"2_Captains_2_H-FullHD","",Closed,1695191045921,"9/20/2023, 11:24:05 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/eeacefa0-b8c3-4442-8210-8c55e38eab1d/image.png""}]","[]","[]",3,"2 Captains","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Андрей Логунов:\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/15/2023, 7:25:11 PM GMT+5"",""resolved"":""N/A""},{""text"":""Все терминала в 2 капитанах 20 дней как офлайн\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/13/2023, 1:16:38 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrf1j,"2_Captains_3_H-FullHD","",Closed,1695191046496,"9/20/2023, 11:24:06 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/860dae2c-ca86-47a6-a921-4880c9bfdcb6/image.png""}]","[]","[]",3,"2 Captains","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Андрей Логунов:\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/15/2023, 7:25:27 PM GMT+5"",""resolved"":""N/A""},{""text"":""Все терминала в 2 капитанах 20 дней как офлайн\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/13/2023, 1:16:45 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrf1n,"2_Captains_1_H-FullHD","",Closed,1695191047057,"9/20/2023, 11:24:07 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/f81a476b-af85-4fe5-91b4-f1fbfc6c2009/image.png""}]","[]","[]",3,"2 Captains","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""image.pngАндрей Логунов:\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/15/2023, 7:24:54 PM GMT+5"",""resolved"":""N/A""},{""text"":""Все терминала в 2 капитанах 20 дней как офлайн\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""11/13/2023, 1:16:50 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrezz,"Volgograd 17 V4K","",Closed,1695191032488,"9/20/2023, 11:23:52 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf01,"Volgograd 4 V4K","",Closed,1695191033057,"9/20/2023, 11:23:53 AM GMT+5",,"",,"",null,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/4ac3e1f2-3aa1-46eb-9e5e-537bba757200/image.png""}]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""@Anatoly Generalov Слетела активация в Волгограде\nimage.png\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""10/5/2023, 12:59:43 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrf03,"Volgograd 7-2 V4K","",Closed,1695191033672,"9/20/2023, 11:23:53 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf04,"Volgograd 12-1V4K","",Closed,1695191034242,"9/20/2023, 11:23:54 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf07,"Volgograd 12-2 V4K","",Closed,1695191034741,"9/20/2023, 11:23:54 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf09,"Volgograd 13-2 V4K","",Closed,1695191035812,"9/20/2023, 11:23:55 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0g,"Volgograd 16 V4K","",Closed,1695191038037,"9/20/2023, 11:23:58 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0k,"Volgograd 11 V4K","",Closed,1695191038605,"9/20/2023, 11:23:58 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0m,"Volgograd 5-2 V4K","",Closed,1695191039968,"9/20/2023, 11:23:59 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0r,"Volgograd 9-1 V4K","",Closed,1695191041253,"9/20/2023, 11:24:01 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""слетела активация\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""12/7/2023, 10:56:56 AM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrf0x,"Volgograd 2-1 V4K","",Closed,1695191042346,"9/20/2023, 11:24:02 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf10,"Volgograd 2-2 V4K","",Closed,1695191042926,"9/20/2023, 11:24:02 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[{""text"":""Слетела активация\n"",""by"":""alexey.alexeev@tangovision.ru"",""assigned"":false,""date"":""12/7/2023, 10:47:28 AM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
8692rrf14,"Volgograd 7-1 V4K new ubuntu","",Closed,1695191044237,"9/20/2023, 11:24:04 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0e,"Volgograd 15 V4K","",Closed,1695191037446,"9/20/2023, 11:23:57 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0d,"Volgograd 14-2 V4K","",Closed,1695191036909,"9/20/2023, 11:23:56 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
8692rrf0a,"Volgograd 14-1 V4K","",Closed,1695191036360,"9/20/2023, 11:23:56 AM GMT+5",,"",,"",null,"[]","[]","[]",3,"Aquarele Volgograd","[""Russia kiosks""]","Terminals","","","{}","[]","0", "",,NaN,
