Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
d74fxj,"https://dobrograd.ru/about/","Анна Комарова, директор по маркетингу, развитию и продажам компании «Доброград девелопмент»\n",postponed,1611849255271,"1/28/2021, 8:54:15 PM GMT+5",,"",,"",null,"[{""title"":""Tango.Vision для Доброград"",""url"":""https://docs.google.com/presentation/d/1gBvQr55GWfzFS5pcU9za78zOOm2OnhN7Tm6WGy0VcxA/edit?usp=drive_web""}]","[]","[smart_city]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""Пока не доехали лично и не пообщались там 😟 \n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""6/15/2023, 7:06:26 PM GMT+5"",""resolved"":""N/A""},{""text"":""@Pavel Shershniov через сарафан пообещали добыть контакты\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""4/18/2023, 5:27:38 PM GMT+5"",""resolved"":""N/A""},{""text"":""напрямую не соединяют. рассказала о нас, оставила свои контакты, сообщила о письме\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""2/28/2023, 4:24:25 PM GMT+5"",""resolved"":""N/A""},{""text"":""сделала для проекта специальную презентацию, отправила на имя Ткаченко Татьяны Романовны, она занимается пиаром\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""2/28/2023, 3:45:20 PM GMT+5"",""resolved"":""N/A""},{""text"":""Ждут презентацию\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""3/16/2021, 4:05:13 AM GMT+5"",""resolved"":""N/A""}]","0", "2638169",44 m,2638169,44 m
jt5gk8,"рассмотреть на Sales Sync предоставление Решения для бизнес центра на базе проектов Сколково и Сбердевелопмент","null",postponed,1620889792709,"5/13/2021, 12:09:52 PM GMT+5",,"",,"",jh4y3u,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""фактически готового решения для БЦ пока нет\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""5/18/2021, 11:29:30 AM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
hf91rm,"демо Газовый форум","null",proposal,1618910163042,"4/20/2021, 2:16:03 PM GMT+5",,"",,"",fv3e39,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
85zrxd55f,"Городские термы","https://cityterms.ru/ термы по франшизе. Есть крупные здания",qualified prospect,1681825824729,"4/18/2023, 6:50:24 PM GMT+5",1700182800000,"11/17/2023, 6:00:00 AM GMT+5",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""аппарат абонета выключен\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""4/18/2023, 7:17:29 PM GMT+5"",""resolved"":""N/A""},{""text"":""Контакт с выставки NATMALL expo. Ксения очень тепло настроена\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""4/18/2023, 7:15:15 PM GMT+5"",""resolved"":""N/A""}]","0", "429448",7 m,429448,7 m
mbaccf,"Бест","+ 7 (958) 523-50-51 Мария \ninfo@pageclub.ru\n\n\nmanagement@pageclub.ru - на эту доступа нету у Марит",qualified prospect,1623409800312,"6/11/2021, 4:10:00 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""@Pavel Shershniov Мария подтвердила, мы включены в реестр поставщиков, как только будет надобность с нами свяжутся\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""6/6/2023, 7:24:10 PM GMT+5"",""resolved"":""N/A""},{""text"":""какой статус? Обнови дату\n"",""by"":""pavel@tango.vision"",""assigned"":""maya.goman@tango.vision"",""date"":""6/6/2023, 4:04:12 AM GMT+5"",""resolved"":false},{""text"":""отправила демо, охотного\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/28/2023, 6:01:57 PM GMT+5"",""resolved"":""N/A""},{""text"":""Добрый день, Мария!\n\nВ продолжении нашего разговора отправляю вам информацию и материалы о возможностях наших IT продуктов. Tango.Vision - это разработчик инструментов улучшения сервиса и взаимодействия посетителей, арендаторов и администрации торгового центра:\nИнтерактивная 3D навигация доступная на смартфоне, сайте или информационном терминале\nCMS для управления всеми цифровыми маркетинговыми каналами\nАвтоматизация процессов управления и эксплуатации здания\nМы были в финале ЛУЧШЕЕ ТЕХНОЛОГИЧЕСКОЕ РЕШЕНИЕ в премии GLOBAL RETAIL REAL ESTATE AWARDS 2022, а наши клиенты также финалисты и победители этой премии.\n\nНаши клиенты: Центр Международной Торговли \""Технопарк Сколково\"", ТЦ \""Метрополис\"", ТРЦ \""Галерея\"", ТЦ \""Охотный ряд\"", ТРЦ \""OZ Mall\"", ТЦ \""Водный\"", ТРЦ \""Зеленопарк\"", ТРЦ \""Серебряный город\"", РЦ \""Место встречи, ТК \""Шоколад\"", ТРК \""Лето\"" и другие.\n\nВысылаю вам презентацию нашего решения интерактивной навигации для тц и моллов: https://docs.google.com/presentation/d/1BveoAy3UDV04TNOityQVYvxle-cHYi7vkLxnDZHNjlU/edit?usp=sharing\n\nОтдельно я еще вывела преимущества нашего решения для маркетологов и владельцев тц и моллов в отдельную презентацию:\nhttps://docs.google.com/presentation/d/1X3-OmajnmOxrLKl_UvCV5w7_0oL7F86eLcZnLeODA3g/edit?usp=sharing\n\nДля понимания бюджета и суммы КП по отрисовке 3D-карты для навигации через QR коды необходимо понимать количество объектов для поиска (арендаторы, туалеты, банкоматы). Эту 3D карту можно будет использовать как 3D каталог здания для создания сайта, интегрировать навигацию в сайт, мы всем этим занимаемся.\n\nС радостью отвечу на ваши вопросы. Жду количество объектов для КП. На связи!\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/27/2023, 7:09:30 PM GMT+5"",""resolved"":""N/A""},{""text"":""отправляю Марии на ватс ап инфо нас, она пришлет почту\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/27/2023, 6:21:46 PM GMT+5"",""resolved"":""N/A""},{""text"":""я не уверена, что это тот самый\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/24/2023, 12:23:29 PM GMT+5"",""resolved"":""N/A""},{""text"":""@Pavel Shershniov нужна фамилия или почта этого Станислава из Бест\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/23/2023, 5:55:18 PM GMT+5"",""resolved"":""N/A""},{""text"":""нет нормальных контактов\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/21/2023, 6:18:51 PM GMT+5"",""resolved"":""N/A""},{""text"":""28/06 проведена встреча со Станиславом, договорились подготовить презентацию нашего решения для их собственников. В презентации сделать акцент на возможностях для коворкингов. Нужна демка с QR кодами\n"",""by"":""tatiana@tango.vision"",""assigned"":false,""date"":""6/29/2021, 1:50:13 PM GMT+5"",""resolved"":""N/A""},{""text"":""назначена встреча на 28/06\n"",""by"":""tatiana@tango.vision"",""assigned"":false,""date"":""6/23/2021, 8:25:31 PM GMT+5"",""resolved"":""N/A""}]","1", "718053",12 m,718053,12 m
h11a92,"Аэропорт Домодедово","Группа рекламы ООО «Домодедово Нон-авиэйшн Сэйлз», +7 495 504 02 27, +7 495 967 82 82, sales_advertising_DNS@dme.ru",qualified prospect,1618133680436,"4/11/2021, 2:34:40 PM GMT+5",,"",,"",null,"[]","[]","[airport]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""Максим, добрый день.\nВопросов от коллег не получала.\n\nДумаю, если они возникнут, свяжутся с Вами по указанным контактам.\n\n--\nС Уважением,\nЕкатерина Селина\nСпециалист по исследованию рынка\nтел: +7(495) 967-83-63, доб: 13721\n\n\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/10/2022, 4:25:15 PM GMT+5"",""resolved"":""N/A""},{""text"":""вячеслав ничем не может помочь\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""7/28/2021, 6:04:46 PM GMT+5"",""resolved"":""N/A""},{""text"":""не берет\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""7/23/2021, 6:32:03 PM GMT+5"",""resolved"":""N/A""},{""text"":""дозвонился 03.06. клиент удивлен что нам никто не звонил , если нет реакции на второй неделе июня - найти ЛПР и подготовить письмо\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""6/4/2021, 10:51:30 PM GMT+5"",""resolved"":""N/A""},{""text"":""звонить в 8 утра!!! не берет!\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""5/11/2021, 5:02:37 PM GMT+5"",""resolved"":""N/A""},{""text"":""сильно занят \n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""4/20/2021, 6:22:39 PM GMT+5"",""resolved"":""N/A""},{""text"":""были попытки пообщаться с маркетингом со стороны Ирины , оформляли письмо летом 2020, дальше не пошло.\nВозобновил общение с холодных звонков в марте 2021.\nотправлял презентацию в ДОМОДЕДОВО ИНТЕГРЕЙШН, отдельное юр.лицо по интеграции, integration@dme.ru . Вышел на отдел рекламы - Группа рекламы ООО «Домодедово Нон-авиэйшн Сэйлз», +7 495 504 02 27, +7 495 967 82 82, sales_advertising_DNS@dme.ru , там посоветовали обратиться к Вячеславу Яковлеву, +7-495-967-83-63 доб 50467.\nТот сказал, что отбор уже проведен, но контракты не подписаны. Без оформления на сайте https://business.dme.ru/partners/tenders/ разговаривать нет смысла, после оформления долго не брал трубку, 09.04.2021 взял трубку сказал проверит.\n\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""4/20/2021, 6:21:33 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
z3yyw9,"ВОРК ШОП (А) (Workshop Interactive)","Workshop Interactive - это слаженная команда дизайнеров, проектировщиков и столярщиков, что позволяет нам быстро реагировать на запрос, экономить ваше время и деньги. Мы создаем интерактивные устройства из экологичного материала Fine-line и разрабатываем уникальный стиль, помогая клиенту создать особую атмосферу взаимодействия. Поставка комплектующих организована напрямую от производителей, что позволит купить сенсорное оборудование по приемлемой цене.\n\nМы верим, что в условиях высокой конкуренции в любой нише в России интерактивное сенсорное оборудование может не только оптимизировать бизнес задачи и реализовать рекламные стратегии, но и стать запоминающимся акцентом именно вашего имени, будь то музей, банк, конференц-зал, школа или магазин.\n",qualified prospect,1630263421077,"8/29/2021, 11:57:01 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""https://docs.google.com/document/d/1Vf_-MIgobB4X_AKfFHTBLh4Q_4QFgxnFlrWZLXAElTo/edit\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""9/9/2021, 8:48:41 PM GMT+5"",""resolved"":""N/A""},{""text"":""поступил входящий запрос на навигацию по 11 терминалам на бизнес центр из 9 объектов\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/30/2021, 12:14:10 AM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
861m3rt02,"Солохаул Сочи (парк в Лоо)","познакомились и передали визитку с Форума ""Стартап Сочи 2022""",unqualified prospect,1671188235275,"12/16/2022, 3:57:15 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""Гугл сделали почти бесплатно с камерой 360, 3D туры. Им не особо эффективно, обещал показать знакомым, написать в ватс ап и прислать примеры проделанных работ. Попросил деликатно отнестись к срокам и намекнул, что начать можно с малого\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""12/19/2022, 4:33:14 PM GMT+5"",""resolved"":""N/A""},{""text"":""показать демо для ВДНХ https://tango.vision/demos/vdnh.html спросить контакты Красной Поляны\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""12/19/2022, 3:33:04 PM GMT+5"",""resolved"":""N/A""}]","0", "7408802",2 h 3 m,7408802,2 h 3 m
357brpc,"Письма в моллы эмиратов и катара","https://docs.google.com/document/d/1huCCOCLOFkqoFfPOLFY6-8WxJz5AAhVEl1b2eyQon4M/edit\nЧерновик",unqualified prospect,1665756805809,"10/14/2022, 7:13:25 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
861mbhm7v,"Брокер-Сервис","с рождественского саммита",unqualified prospect,1675863091681,"2/8/2023, 6:31:31 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""Попросила сделать презу : 1. кто я 2. Какие услуги предлагает 3. Какие есть ресурсы 4.Где точка соприкосновения\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""2/8/2023, 6:42:43 PM GMT+5"",""resolved"":""N/A""}]","0", "714731",12 m,714731,12 m
cyxxxn,"Интерактивная навигация для отелей","",unqualified prospect,1611316415079,"1/22/2021, 4:53:35 PM GMT+5",,"",,"",null,"[{""title"":""Интерактивная навигация по отелю.html"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/483f7692-6340-4a8e-96ea-725e66d8d025/%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F%20%D0%BD%D0%B0%D0%B2%D0%B8%D0%B3%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BE%D1%82%D0%B5%D0%BB%D1%8E.html""},{""title"":""Новый запрос с сайта Танго.html"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/8b506166-aee4-4961-a5c5-02f63fdf0955/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9%20%D0%B7%D0%B0%D0%BF%D1%80%D0%BE%D1%81%20%D1%81%20%D1%81%D0%B0%D0%B9%D1%82%D0%B0%20%D0%A2%D0%B0%D0%BD%D0%B3%D0%BE.html""}]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
fn2q87,"Сделать список всех архитектурных университетов и колледжей","null",unqualified prospect,1615761168724,"3/15/2021, 3:32:48 AM GMT+5",,"",,"",fn2q6g,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
25cn3uw,"СТД «Петрович»","Основанный в 1995 г. СТД «Петрович» специализируется на торговле строительными материалами и товарами для ремонта. Ему принадлежит сеть из 20 торгово-строительных центров в Санкт-Петербурге, Москве, СЗФО и ЦФО, металлобаза и производственные площадки.",unqualified prospect,1644563259947,"2/11/2022, 12:07:39 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""https://docs.google.com/presentation/d/1BuqxS90jHuc0J4kmK0TYm0EV2fSufBtJ1j2QEGpL-ys/edit#slide=id.ge489097342_0_307\n"",""by"":""tatiana@tango.vision"",""assigned"":""pavel@tango.vision"",""date"":""2/11/2022, 12:22:29 PM GMT+5"",""resolved"":true}]","0", "",,NaN,
232gkmd,"Брусницын - культурный квартал","Общественное пространство открытие в мае 2022\n30 тыс.м.кв.\n8 зданий",unqualified prospect,1649075187331,"4/4/2022, 5:26:27 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""бюджета нет, презентацию направила, контрольный звонок после войны\n"",""by"":""tatiana@tango.vision"",""assigned"":false,""date"":""4/4/2022, 8:27:01 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
n5bb4b,"Blank Architects","Архитектурное бюро\nhttps://www.cre.ru/news/83162\n",unqualified prospect,1624871536262,"6/28/2021, 2:12:16 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
hb5k5n,"Rutsog Invest","https://www.rutsog.ru/\n",unqualified prospect,1618581487379,"4/16/2021, 6:58:07 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""направлено письмо с презентацией\n"",""by"":""tatiana@tango.vision"",""assigned"":false,""date"":""4/16/2021, 6:58:20 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
jh32ha,"Фонд V–A–C","Фонд V–A–C основан в Москве в 2009 году Леонидом Михельсоном и Терезой Иароччи Мавикой, которая руководит им с самого начала. V–A–C занимается новым культурным производством с художниками и публикой. Работая с местными сообществами, фонд развивает выставочную, издательскую, исследовательскую, перформативную и просветительскую программы вне дисциплинарных границ. V–A–C инициирует открытые дискуссии, которые помогают понять, как в условиях глобального мира меняются представления о современном и современности в культуре и искусстве. Этого курса фонд придерживается во всем, что делает на собственной площадке в Венеции, в партнерстве с разными организациями по всему миру, а также в своем будущем доме ГЭС-2, который готовится к открытию в Москве.\nГЭС-2 — бывшая электростанция, построенная в 1907 году на Болотной набережной в центре Москвы. В 2014 году фонд V–A–C купил здание и прилегающую территорию и пригласил бюро Renzo Piano Building Workshop разработать проект их реконструкции. Из станции, некогда снабжавшей электроэнергией Кремль, ГЭС-2 в скором времени превратится в новое городское культурное пространство.\nВ будущем московском доме V–A–C посетители смогут вместе с художниками открывать новые формы самовыражения и способы познания, а также определять культурную программу.\nВесь комплекс ГЭС-2, включая уличное пространство, занимает обширную территорию 20 тысяч квадратных метров. Основное здание будет преобразовано в сооружение со свободной планировкой 100 метров в длину и 20 метров в высоту и станет помимо прочего крытой пешеходной зоной. Внутри разместятся галереи, учебный центр, библиотека, столовая, кафе, ресторан, корпус для художественных резиденций и актовый зал-трансформер на 420 посадочных мест со стеклянной стеной и видом на березовую рощу. ГЭС-2 будет ориентирована на рациональное потребление электроэнергии: так, например, на крыше здания установят солнечные панели площадью пять тысяч квадратных метров.\nВ непосредственной близости от выставочных пространств — в соседнем с бывшей электростанцией здании, соединенном с ней подземным переходом, — появится новый центр художественного производства. Сводчатое кирпичное сооружение площадью 2000 квадратных метров в XIX веке служило складом для водочной фабрики. После реконструкции в нем расположатся мастерские  с современным оборудованием и помещения для совместной работы, которыми смогут пользоваться художники и представители творческих профессий.\n\n\n",unqualified prospect,1620545420817,"5/9/2021, 12:30:20 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
12gqt36,"Университет 2035","\n",unqualified prospect,1631631511745,"9/14/2021, 7:58:31 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
we3h89,"Игора (Курорт)","\nОбладатель премии Ski Business Awards 2018 в номинации «Лучший всесезонный курорт России».\nОбладатель премии Ski Business Awards 2018 в номинации «Лучший всесезонный курорт России». Обладатель премии Ski Business Awards 2020 в номинации «Лучший курорт для приема спортивных команд». Обладатель премии Ski Business Awards 2020 в номинации «Лучший курорт для приема спортивных команд». Обладатель премии Russian Business Travel & MICE Award 2020 в номинации «Лучший организатор конференций».\nОбладатель премии Russian Business Travel & MICE Award 2020 в номинации «Лучший организатор конференций».\n\nТОП-5 лучших российских горнолыжных курортов (по версии аналитического агентства «ТурСтат»). ТОП-5 лучших российских горнолыжных курортов (по версии аналитического агентства «ТурСтат»). 1-е место в номинации «Лучший спортивный проект» премии BEST EXPERIENCE MARKETING AWARDS (BEMA) 2021. Название проекта: Red Bull Ice Cross Igora ATSX 500. 1-е место в номинации «Лучший спортивный проект» премии BEST EXPERIENCE MARKETING AWARDS (BEMA) 2021. Название проекта: Red Bull Ice Cross Igora ATSX 500.\n",unqualified prospect,1629309923235,"8/18/2021, 11:05:23 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[]","0", "",,NaN,
qtg5cg,"Международный Аэропорт Шереметьево АО","Контакты\nДмитрий Анатольевич Ильин, Заместителю Генерального директора  по информационным технологиям , it@svo.aero\n\nМеждународный аэропорт Шереме́тьево имени А. С. Пушкина (ИАТА: SVO, ИКАО: UUEE) — российский международный аэропорт федерального значения, один из четырёх основных аэропортов Москвы и Московской области, первый в России по объёму пассажиропотока. Входит в ТОП-10 аэропортов-хабов Европы и пятьдесят самых загруженных аэропортов мира. Обслуживает рейсы национального перевозчика России — авиакомпании «Аэрофлот — Российские авиалинии», а также участников альянса Skyteam и некоторых других авиакомпаний по всему миру. Шереметьево — единственный аэропорт России, обслуживающий регулярные трансатлантические рейсы.\nРасположен к северо-западу от Москвы, на территории городского округа Химки Московской области, примерно на одинаковом расстоянии (в нескольких километрах) от городов Химки, Лобня и Долгопрудный. Расстояние от МКАД по Ленинградскому шоссе до терминала А — 13 км, до терминалов D, E и F — 9 км.м Шереметьево — узловой аэропорт авиакомпании «Аэрофлот». Аэропорт Шереметьево включает шесть пассажирских терминалов: А (терминал бизнес-авиации), B (ранее «Шереметьево-1»), С (открыт 17 января 2020 года) , D, E и F (ранее «Шереметьево-2») и два грузовых («Москва-Карго» и «Шереметьево-Карго»).",unqualified prospect,1627910254173,"8/2/2021, 6:17:34 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{""Checklist"":[""https://docs.google.com/document/d/1dGCgeTGx95USkbLzwRfA_WUu3UI7xriM/edit""]}","[{""text"":""Добрый день!\nПринято, в случае заинтересованности, сообщим.\nСпасибо.\n\nС уважением,\nМария Витвицкая\n\nПомощник руководителя\n(секретарь комитета)\nзаместителя Генерального директора\nпо информационным технологиям\nАО «Международный аэропорт Шереметьево»\nТел.: 8(495) 578-57-80\nВнутренний 77611\ne-mail: ma.vitvitskaya@svo.aero\nе-mail: it@svo.aero\nсайт: www.svo.aero\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/12/2021, 5:26:55 PM GMT+5"",""resolved"":""N/A""},{""text"":""Международный Аэропорт Шереметьево расширяет аналитическое направление и приглашает в команду специалистов, желающих развиваться в аналитике и моделировании: Big data analyst, Senior Data Scientist, Архитектор баз данных, аналитик производственного моделирования.\n Мы решаем интересные задачи: разрабатываем алгоритмы, рекомендательные системы, обучаем модели и строим цифровой двойник аэропорта.\n Если ты всегда мечтал прикоснуться к авиации или разобраться с очередями в терминалах и тебе знакомы какие-то из этих слов: R, Python, Alteryx, PostgreSQL, C++, Cuda, JS, Deep Learning, Q-Learning, то мы ждём тебя.\n Условия: место работы – Химки, Шереметьево (готовы осуждать частичную удаленку);\nЗаработная плата от 200 000 рублей (в зависимости от квалификации и опыта работы)\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/12/2021, 1:58:05 PM GMT+5"",""resolved"":""N/A""},{""text"":""отправлено оф.обращение в ИТ службу\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/9/2021, 3:58:46 AM GMT+5"",""resolved"":""N/A""}]","0", "521526047",144 h 52 m,521526047,144 h 52 m
jh4y3u,"Парк Хуамин","Строительство бизнес-центра Парк Хуамин было начато в 2017 г., а общая площадь этого объекта равняется 24 800 квадратов. Каждый желающий может арендовать помещение, в здании предлагаются объекты от 100 кв. м. Центр характеризуется присутствием нескольких отличительных особенностей, которые заключаются в ряде моментов:\n",unqualified prospect,1620580311613,"5/9/2021, 10:11:51 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{}","[{""text"":""@Denis Kuznetcov мне кажется надо убрать из спринта, по этому CRM таску дополнительных задач нет в сейлз спринт\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""9/16/2021, 1:43:17 PM GMT+5"",""resolved"":""N/A""},{""text"":""отправлено предложение на QR навигацию, отследить\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/24/2021, 11:57:59 AM GMT+5"",""resolved"":""N/A""},{""text"":""несколько раз выходили в 2020 году, и в 2021 , передавали через приемную презентацию, но отклика не было, на 13 мая 2021 года получена информация от приемной что торговых площадей не будет, обновил презентацию на всякий случай\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""5/13/2021, 12:08:42 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
k3an1p,"Пулково (Воздушные Ворота Северной Столицы)","Контакты\n+7-812-324-35-91 (Мария) помощник)  Нестеров Андрей Викторович, Директор по информационным технологиям \n\n\nПулково — четвертый по количеству обслуживаемых пассажиров аэропорт в России после московского авиаузла. Он находится в 23 километрах от Дворцовой площади. Ближайшая станция метро — «Московская», далее — на автобусе (39, 39Э). \nКод аэропорта — LED1. Он был присвоен аэропорту, когда город носил название Ленинград, пережил советские времена и сохранился до наших дней. В аэропорту работает около 4000 сотрудников. С 2010 года аэропортом управляет ООО «Воздушные Ворота Северной Столицы» на основании соглашения о государственно-частном партнерстве. Единый аэровокзальный комплекс (с марта 2014) расположен по адресу: Пулковское ш., д. 41, лит. ЗА, г. Санкт-Петербург.    88 стоек регистрации	,   110 кабин паспортного контроля, 16 телетрапов,   7	 багажных лент,  65	лифтов,   31		эскалаторов,   37 выходов на посадку",unqualified prospect,1621432034166,"5/19/2021, 6:47:14 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Всё остальное","[""CRM RUSSIA""]","Sales","","","{""Checklist"":[""https://docs.google.com/document/d/1-Y6OHTZudfo5QIF2Oi4qt2GGJhfT2vCT/edit#heading=h.gjdgxs""]}","[{""text"":""Мария сообщила , что письмо наше директор по ИТ видел, но реакции нет , пробовать обратиться снова через пару месяцев (надо какой то новый продукт предложить).\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/24/2021, 6:13:03 PM GMT+5"",""resolved"":""N/A""},{""text"":""Мария не помнит, звонить в понедельник\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/20/2021, 1:17:27 PM GMT+5"",""resolved"":""N/A""},{""text"":""дали телефон приемной Нестерова \n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/12/2021, 2:30:46 PM GMT+5"",""resolved"":""N/A""},{""text"":""отправлено обращение для Нестерова\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""8/2/2021, 1:58:34 PM GMT+5"",""resolved"":""N/A""},{""text"":""   По Пулково - письмо директору по информационным технологиям, Нестерову Андрею Викторовичу, \nundefined\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""6/21/2021, 3:26:24 PM GMT+5"",""resolved"":""N/A""},{""text"":""отследить судьбу письма , выяснить ЛПР, контактное лицо\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""6/7/2021, 1:51:41 PM GMT+5"",""resolved"":""N/A""},{""text"":""https://drive.google.com/file/d/1O9P-5CrMJugE8Og8ZHnOK8wwCcuWO8x9/view?usp=sharing\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""6/7/2021, 1:51:16 PM GMT+5"",""resolved"":""N/A""},{""text"":""несколько раз выходили на отдел закупок. отдел неавиционного маркетинга, нет ответа, обновил презентацию в 2021 году\n"",""by"":""maxim.stryapunin@tango.vision"",""assigned"":false,""date"":""5/22/2021, 5:13:47 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
