Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
fgg97h,"Подать заявку в Х5","null",Closed,1563875262000,"7/23/2019, 2:47:42 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg97k,"ВТБ Акселератор","https://www.vtb.ru/personal/online-servisy/moy-umniy-gorod/\n\nhttps://vtb.generation-startup.ru/\n",Closed,1564994291000,"8/5/2019, 1:38:11 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg97q,"https://decdfund.ru/","Заявка подана.\n14.10.2019 - форум SMARTCITY FORUM 2019\n",Closed,1568287374000,"9/12/2019, 4:22:54 PM GMT+5",,"",,"",null,"[]","[]","[red]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg97p,"Подать заявку на LevelUp","http://startupconnect.info/accelerator\n",Closed,1564669114000,"8/1/2019, 7:18:34 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg96q,"https://gotech.vc/contest/nomination/arena-pitch/","null",Closed,1559907438000,"6/7/2019, 4:37:18 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[{""text"":""Зарегились на конкурс. Нужно подготовиться к выступлению."",""by"":""mariya@tango.vision"",""assigned"":false,""date"":""9/3/2019, 6:15:59 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
fgg96n,"https://aerofuture.ru","null",Closed,1569326209000,"9/24/2019, 4:56:49 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg96m,"Познакомиться с этими ребятами и предложить наши услуги для ритейл парков","https://www.facebook.com/events/304709033566463/\n",Closed,1567433989000,"9/2/2019, 7:19:49 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[{""text"":""Отправлено письмо зам. ген директора IDEM.ru по продвижению, коммуникациям и партнерству Елизавете Ульяниной event@idem-nn.ru "",""by"":""mariya@tango.vision"",""assigned"":false,""date"":""9/12/2019, 6:06:19 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
fgg96u,"Российская инжиниринговая компания «ЕвроМобайл» ищет проекты для реализации в решениях Smart City","https://iot.ru/konkurs/\n",Closed,1554020991000,"3/31/2019, 1:29:51 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg96v,"https://www.facebook.com/StartupLux/","https://www.tradeandinvest.lu/business-sector/start-up/\n",Closed,1559204418000,"5/30/2019, 1:20:18 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
1xw8weg,"Подать заявку в Сбер 500","https://sberbank-500.ru/",Closed,1639732935458,"12/17/2021, 2:22:15 PM GMT+5",1643590800000,"1/31/2022, 6:00:00 AM GMT+5",,"",null,"[]","[Paul Hornet]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
25cfgfh,"Подать заявку в PWC","https://docs.google.com/spreadsheets/d/1JlOBe2MJc9-2kjoL9QD9GpGKNHVOxwHraBvroINWJIs/edit#gid=2085318393",Closed,1644484183803,"2/10/2022, 2:09:43 PM GMT+5",1645146000000,"2/18/2022, 6:00:00 AM GMT+5",1644800400000,"2/14/2022, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","14400000","4 h ","{}","[{""text"":""PwC Venture Hub: заявка успешно загружена!\nБлагодарим за проявленный интерес к программе открытых инноваций PwC Venture Hub! Ваша заявка успешно загружена и направлена на экспертизу. При необходимости, с вами свяжется организатор программы для уточнения деталей.\n\nМы сообщим решение по вашей заявке не позднее 11 марта 2022 года.\n\nВ случае вопросов напишите нам на почту pwc@yrockets.com, или свяжитесь по телефону +7 917 163 73 08 для индивидуальной консультации.\n\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""2/19/2022, 5:17:14 PM GMT+5"",""resolved"":""N/A""}]","0", "14400000",4 h ,28800000,8 h 
25xn51z,"Подать заявку в Медтех","https://medtech.moscow/accelerator",Closed,1644851366640,"2/14/2022, 8:09:26 PM GMT+5",,"",,"",null,"[]","[Andrey,Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[{""text"":""посмотри сайт, надо подумать что им закинуть\n"",""by"":""pavel@tango.vision"",""assigned"":""andrey.serednev@gmail.com"",""date"":""4/14/2022, 12:37:29 AM GMT+5"",""resolved"":false}]","1", "",,NaN,
263hg5v,"Подать заявк в Impact Innovators","http://impact-innovators.ru/#",Closed,1645089436459,"2/17/2022, 2:17:16 PM GMT+5",1645232400000,"2/19/2022, 6:00:00 AM GMT+5",,"",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","7200000","2 h ","{}","[]","0", "",,NaN,
2699fy7,"Обновить презентацию","null",Closed,1645273210756,"2/19/2022, 5:20:10 PM GMT+5",1650668400000,"4/23/2022, 4:00:00 AM GMT+5",,"",25cfgfh,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
29vggbr,"подать заявку «Сильные идеи для нового времени»","Коллеги, добрый день! \n\nВозможно, вы уже знаете, что сейчас идет прием заявок в трек Национальной технологической инициативы форума «Сильные идеи для нового времени», который проводят АСИ и Фонд Росконгресс. Сегодня нашей стране требуется провести донастройку программ развития по разным направлениям. Поэтому к организации форума подключены все регионы, и они готовы отбирать для реализации проекты, решения, идеи, разработки представителей бизнеса, ученых, общественных объединений. \n\nУчастие в форуме для вас — это возможность: \n\n— получить акселерационную поддержку; \n— выгодно представить свой проект широкому сообществу; \n— получить информационную поддержку, привлечь внимание экспертов и руководителей регионов;\n— найти партнеров и запустить пилоты в регионах. \n\n❗️100 лучших идей презентуют на очном Форуме, будут сформированы партнерства по их реализации; \n‼️ 10 идей — представят руководству страны.\n\nЧуть позже мы планируем организовать встречу с АСИ, чтобы ответить на все вопросы. \n\nА пока приглашаем вас заявить свой проект (https://ideas.roscongress.org/users/sign_in?project=improject-16466) — регистрация очень простая, в режиме онлайн. Прием заявок продлится до 22 апреля. \n\nНаправления трека НТИ:  \n\n— технологии здоровья;\n— обеспечение доступным, вкусным и полезным питанием с учетом показаний здоровья;\n— экологически безвредный транспорт;\n— объединение науки и предпринимателей;\n— обеспечение российским проектам и практикам продвижения и признания на мировом уровне. \n\nЕсли вы не нашли здесь подходящего направления, посмотрите другие треки форума. Подробности. (https://ideas-forum.ru/)\n\nФорум «Сильные идеи для нового времени – 2022» (https://ideas.roscongress.org/users/sign_in?project=improject-16466)\nДелитесь своими идеями, готовьте их к форуму, презентуйте руководству страны",Closed,1648642306301,"3/30/2022, 5:11:46 PM GMT+5",1650412800000,"4/20/2022, 5:00:00 AM GMT+5",,"",null,"[]","[Paul Hornet]","[]",2,"Accelerators","","BizDev & PR","21600000","6 h ","{}","[]","0", "",,NaN,
29vgzyd,"подать заявку B2B Rocks 2022 World Pitch Contest","https://www.f6s.com/b2b-rocks-2022-world-pitch-contest/about?utm_campaign=B2B-Contest\n\nF6S (https://www.f6s.com/b2b-rocks-2022-world-pitch-contest/about?utm_campaign=B2B-Contest)\nApply to B2B Rocks 2022 World Pitch Contest\nApply to B2B Rocks 2022 World Pitch Contest in Montpellier, France. Meet your SaaS Community in person...",Closed,1648646581080,"3/30/2022, 6:23:01 PM GMT+5",,"",,"",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
2evqgv9,"Подать заяву в Корейский акселератор","https://www.k-startupgc.org/apply/apply.do",Closed,1652394448616,"5/13/2022, 3:27:28 AM GMT+5",1653872400000,"5/30/2022, 6:00:00 AM GMT+5",1653613200000,"5/27/2022, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
2n9v02q,"Выбрать приоритетное направление","С 66 страницы положения\nhttps://fasie.ru/upload/polozheniya/kommertsializatsiya/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%AD%D0%BA%D1%81%D0%BF%D0%BE%D1%80%D1%82-%D0%A6%D0%A2_%D0%BD%D0%B0%20%D1%81%D0%B0%D0%B9%D1%82.pdf\n\n\nНам подходит\nСредства разработки программного обеспечения и создания приложений\n\nВключает\nСредства версионного контроля исходного кода\nБиблиотеки подпрограмм (SDK):",Closed,1656158724253,"6/25/2022, 5:05:24 PM GMT+5",,"",,"",2kaygwe,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "334073",6 m,334073,6 m
125e1ub,"https://extremetechchallenge.org/xtc-2022","null",Closed,1631453222374,"9/12/2021, 6:27:02 PM GMT+5",1667264400000,"11/1/2022, 6:00:00 AM GMT+5",,"",null,"[]","[Paul Hornet,Pavel Shershnev]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg97d,"Armenia","https://www.seasidestartupsummit.com/attend1\nhttps://www.f6s.com/sevanstartupsummit2019/apply\n",Open,1561974291000,"7/1/2019, 2:44:51 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg97b,"Founder institute","ACCESS: Please use the username and password combination below.\n\nUsername: fiu52565\nPassword: fip52565\nNOTE: The username and password are not the same. \n\nASSESSMENT LINKS:\n\nhttp://fndri.com/2vYN0At (English Version)\n",Open,1561653255000,"6/27/2019, 9:34:15 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fgg96p,"МТС Акселератор","null",Open,1569326228000,"9/24/2019, 4:57:08 PM GMT+5",,"",,"",null,"[]","[]","[]",3,"Accelerators","","BizDev & PR","","","{}","[{""text"":""что то тут\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""4/22/2021, 1:30:43 PM GMT+5"",""resolved"":""N/A""}]","0", "",,NaN,
25cfggg,"https://www.pwc.ru/ru/services/pwc-russia-accelerator.html","null",Open,1644484195030,"2/10/2022, 2:09:55 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
we58n5,"Подать заявку в Minetech","https://minetech.sk.ru/zayavka/\n",Open,1629359681630,"8/19/2021, 12:54:41 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
jbaxp3,"mohammed bin rashid innovation fund","https://mbrif.ae/\n",Open,1620290469272,"5/6/2021, 1:41:09 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
z3zm6b,"Подать заявку","null",Open,1630304049759,"8/30/2021, 11:14:09 AM GMT+5",,"",,"",z3xvwh,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fn13ry,"Mariya - заполни профиль!","null",Open,1615727242141,"3/14/2021, 6:07:22 PM GMT+5",,"",,"",fn13av,"[]","[]","[]",null,"Accelerators","","BizDev & PR","1800000","30 m","{}","[]","0", "",,NaN,
1zva20j,"Подать заявку в G-Group","https://startup.g-group.global/\n\nhttps://g-group.global/",Open,1641818394714,"1/10/2022, 5:39:54 PM GMT+5",,"",1727744400000,"10/1/2024, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","7200000","2 h ","{}","[]","0", "",,NaN,
200wt42,"Подать заявку в Y-Combinator","https://www.ycombinator.com/apply/",Open,1641851063630,"1/11/2022, 2:44:23 AM GMT+5",,"",1727744400000,"10/1/2024, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",3,"Accelerators","","BizDev & PR","28800000","8 h ","{}","[]","0", "",,NaN,
25xqg2e,"Подать заявку в Skydeck","https://skydeck.berkeley.edu/gfp/",Open,1644913013749,"2/15/2022, 1:16:53 PM GMT+5",,"",1727744400000,"10/1/2024, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",4,"Accelerators","","BizDev & PR","14400000","4 h ","{}","[]","0", "",,NaN,
2pj0d6x,"hub71","https://members.hub71.com/application/62cb42333f2cc84fb4192b52/form",Open,1657488178782,"7/11/2022, 2:22:58 AM GMT+5",1726621200000,"9/18/2024, 6:00:00 AM GMT+5",1726621200000,"9/18/2024, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",3,"Accelerators","","BizDev & PR","57600000","16 h ","{}","[]","0", "",,NaN,
8695pu74v,"https://app.clickup.com/t/8695prbvu","",Open,1725871169011,"9/9/2024, 1:39:29 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
fn13av,"Register on Linkedin and follow the company page","Linkedin работает через VPN, который встроен в браузер Opera например\n\nПрофиль желательно немного заполнить, чтобы не был пустым\n",Open,1615726879829,"3/14/2021, 6:01:19 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
1nutuzg,"Подать заявку в Alchemist","https://www.alchemistaccelerator.com/apply",Open,1635147840577,"10/25/2021, 12:44:00 PM GMT+5",1727744400000,"10/1/2024, 6:00:00 AM GMT+5",1727744400000,"10/1/2024, 6:00:00 AM GMT+5",null,"[]","[Paul Hornet]","[]",null,"Accelerators","","BizDev & PR","","","{}","[]","0", "",,NaN,
206zhf4,"29 МАРТА, МОСКВА, НПФ-2022 (МИНПРОМТОРГ РОССИИ, РСПП)","",Closed,1646662423315,"3/7/2022, 7:13:43 PM GMT+5",1646960400000,"3/11/2022, 6:00:00 AM GMT+5",1646614800000,"3/7/2022, 6:00:00 AM GMT+5",null,"[{""title"":""Презентация НПФ-2022. РСПП, Минпромторг России.pdf"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/f89b5507-cf23-4786-a0c3-cdb94e7cdf2f/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%9D%D0%9F%D0%A4-2022.%20%D0%A0%D0%A1%D0%9F%D0%9F%2C%20%D0%9C%D0%B8%D0%BD%D0%BF%D1%80%D0%BE%D0%BC%D1%82%D0%BE%D1%80%D0%B3%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8.pdf""},{""title"":""Программа и спикеры НПФ 2022 29 марта Москва.pdf"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/e2747f0d-b1fb-488e-8580-81c15c3bfff7/%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D0%B8%20%D1%81%D0%BF%D0%B8%D0%BA%D0%B5%D1%80%D1%8B%20%D0%9D%D0%9F%D0%A4%202022%2029%20%D0%BC%D0%B0%D1%80%D1%82%D0%B0%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0.pdf""},{""title"":""форма заявки на участие в НПФ-2022.docx"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/1f009fc4-e98a-4702-95cf-84cedf19b526/%D1%84%D0%BE%D1%80%D0%BC%D0%B0%20%D0%B7%D0%B0%D1%8F%D0%B2%D0%BA%D0%B8%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D0%9D%D0%9F%D0%A4-2022.docx""},{""title"":""29 МАРТА, МОСКВА, НПФ-2022 (МИНПРОМТОРГ РОССИИ, РСПП).html"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/73765d14-81a4-48d5-a2c6-1100d3066dc0/29%20%D0%9C%D0%90%D0%A0%D0%A2%D0%90%2C%20%D0%9C%D0%9E%D0%A1%D0%9A%D0%92%D0%90%2C%20%D0%9D%D0%9F%D0%A4-2022%20(%D0%9C%D0%98%D0%9D%D0%9F%D0%A0%D0%9E%D0%9C%D0%A2%D0%9E%D0%A0%D0%93%20%D0%A0%D0%9E%D0%A1%D0%A1%D0%98%D0%98%2C%20%D0%A0%D0%A1%D0%9F%D0%9F).html""}]","[Boris Sedov,Paul Hornet]","[]",null,"Events","","BizDev & PR","","","{}","[]","0", "900000",15 m,900000,15 m
31euc4t,"СтартХаб Демо День","Чатик в телеге - Выставка старапов 15.11\n\nКогда? 15 ноября (вторник)\nВо сколько? 14:00-21:00 (находится на площадке все 5 часов не обязательно, но подготовка начнется в 14:00)\nГде? г. Москва, Красный Октябрь, Берсеневская набережная д. 6, с. 3, этаж 4\nФормат мероприятия? Крупное мероприятие, разбитое на несколько тематических частей: выставка стартапов, панельные дискуссии, питчинг стартапов, нетворкинг зона и другое. Как проходили предыдущие дни программы – по ссылке первый (\n) набор и второй (\n). \nГости мероприятия? На мероприятие приглашены: представители корпораций, инвестиционные фонды, ангелы-инвесторы, представители городских структур, стартапы. Доступ на мероприятие только по регистрации. Ожидаемое количество участников 300 человек.\n\nНесколько организационных моментов:\n1) Участие предполагает нахождение на площадке Красный Октябрь в течение нескольких часов. Формат участия – представление технологических решений вашего продукта участникам и гостям мероприятия. \n2) Участникам выставки предоставляется брендированная тумба, подключение к электросети и интернету на площадке. Примеры тумб – на фото во вложении. Габариты тумб (д*ш*в) – 0.9м*0.6м*1м. \n3) Возможно (и желательно) участие нескольких представителей одной компаний. Каждому участнику необходимо будет зарегистрироваться на мероприятие. Попрошу воздержаться от необходимости приглашать более 5 человек от одной компании.\n4) На площадке НЕТ возможности подключения силового оборудования и НЕТ возможности использования крупногабаритного оборудования. \n5) При этом вы можете принести с собой на стенд дополнительные материалы – экраны, ролл апы, распечатки, ноутбуки и т. д., при условии, что принесенные материалы не будут мешать другим участникам. Ориентировочно, на каждого участника рассчитано 2 квм пространства. \n6) В случае, если вы хотите принести нестандартное оборудование (что-то больше, чем ноутбук и визитки) – просьба сообщить мне прямо здесь либо в личных сообщениях, чтобы мы смогли разместить ваш стенд наиболее удобно. \n\nТак же, в обязательном порядке попрошу загрузить логотип вашего продукта / компании в эту папку (https://drive.google.com/drive/u/0/folders/10KoZlu5D6h524NsLy11rh1Y7R1kIcRiG) в ВЕКТОРНОМ формате, чтобы мы могли отправить их на печать. Собираем логотипы до 21.10.",Closed,1665667575639,"10/13/2022, 6:26:15 PM GMT+5",1668535200000,"11/15/2022, 11:00:00 PM GMT+5",1668502800000,"11/15/2022, 2:00:00 PM GMT+5",null,"[]","[Paul Hornet,Pavel Shershnev]","[]",null,"Events","","BizDev & PR","28800000","8 h ","{}","[]","0", "43200000",12 h ,43200000,12 h 
862kbdgg6,"Посетить Moscow Urban Forum","",Closed,1693345681390,"8/30/2023, 2:48:01 AM GMT+5",1693270800000,"8/29/2023, 6:00:00 AM GMT+5",1693184400000,"8/28/2023, 6:00:00 AM GMT+5",null,"[{""title"":""Деловая программа_Облачный Город_Форум.pdf"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/7ea932a9-dfdf-4713-9cb9-7b5c39c15ecf/%D0%94%D0%B5%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_%D0%9E%D0%B1%D0%BB%D0%B0%D1%87%D0%BD%D1%8B%D0%B8%CC%86%20%D0%93%D0%BE%D1%80%D0%BE%D0%B4_%D0%A4%D0%BE%D1%80%D1%83%D0%BC.pdf""}]","[Paul Hornet]","[]",3,"Events","","BizDev & PR","","","{}","[]","0", "57600000",16 h ,57600000,16 h 
861mf3rw1,"Natmall","https://natmall.ru/",Closed,1678110921454,"3/6/2023, 6:55:21 PM GMT+5",1685322000000,"5/29/2023, 6:00:00 AM GMT+5",1682470800000,"4/26/2023, 6:00:00 AM GMT+5",null,"[]","[]","[]",null,"Events","","BizDev & PR","","","{}","[{""text"":""2 разные таблицы\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""5/23/2023, 10:44:39 PM GMT+5"",""resolved"":""N/A""},{""text"":""https://docs.google.com/spreadsheets/d/1rgU-rsAPpIpapOpe3aO6yHfv00qebqVwDQUcLxI40n8/edit#gid=0\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""5/23/2023, 10:44:27 PM GMT+5"",""resolved"":""N/A""},{""text"":""https://docs.google.com/spreadsheets/d/1YjvyNcNPdP-Dvl14_bXBlP1Pmhdkg1eS96i0YqwsbOs/edit#gid=0\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""5/23/2023, 10:43:04 PM GMT+5"",""resolved"":""N/A""},{""text"":""Рассматриваются КП для Nord Citi ТРЦ Мармелад (Череповец), Кузьминки молл Mall management Group. Ramus Mall - оказ\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""5/23/2023, 10:42:15 PM GMT+5"",""resolved"":""N/A""},{""text"":""Можно тут какие-то итоговые результаты?\n\nЕсть какой-то \""выхлоп\"" от мероприятия?\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""5/23/2023, 9:23:09 PM GMT+5"",""resolved"":""N/A""},{""text"":""\nundefined\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""4/14/2023, 6:34:38 PM GMT+5"",""resolved"":""N/A""},{""text"":""каталог участников https://natmall.ru/exhibitor-directory?utm_source=dasha&utm_medium=email&utm_campaign=visit2022\n"",""by"":""maya.goman@tango.vision"",""assigned"":false,""date"":""3/29/2023, 2:32:46 PM GMT+5"",""resolved"":""N/A""}]","0", "891889",15 m,891889,15 m
